T,M,a,b,c,d,e,f,g,h,i,j
0.212,0.0005219551366714814,0.0005091218782982132,0.000644234860181836,0.0005014407174313007,0.0007437535662921935,0.0005117818331081825,0.0004260581563985122,0.00024697804928774936,0.0005814504853637326,0.0002827371613838281,0.0007719946589692661
0.214,0.0005047428314126301,0.0004932329513657185,0.0006183448903002153,0.0004861686205339666,0.0007209771230985984,0.00049607891012593,0.0004108855548954349,0.00023896658283173444,0.0005626114153554074,0.0002734813560638649,0.0007466809095554305
0.216,0.00048815433588418334,0.000477894188190886,0.000593462082266849,0.0004713915661623824,0.0006989940443262732,0.00048088890990904964,0.00039632731549166245,0.0002312724341025918,0.0005444456930606689,0.0002645837570646181,0.0007222833682668517
0.218,0.00047216497570607975,0.0004630839240832296,0.0005695484224631508,0.000457091400698717,0.0006777727364649655,0.0004661936162135838,0.0003823566809764145,0.00022388103311321572,0.0005269261979147233,0.0002560290585185143,0.0006987666866142828
0.22,0.0004567510889377124,0.0004487814087966724,0.00054656728214586,0.00044325072122886056,0.0006572829407287539,0.0004519755283840521,0.00036894804706355533,0.0002167784892543878,0.0005100269937691193,0.0002478026003938094,0.0006760968776120535
0.222,0.0004418899870120674,0.00043496677077037305,0.0005244833706186114,0.00042985284477414787,0.0006374956800950793,0.00043821783083464183,0.00035607691820227494,0.00020995156273884152,0.000493723278540803,0.00023989034477567284,0.0006542412687702281
0.224,0.00042755991600447186,0.000421620981326698,0.0005032626912975235,0.00041688177645382574,0.0006183832066403161,0.00042490436394027054,0.00034371986262848875,0.00020338763650828984,0.00047799133332937505,0.00023227885250287628,0.0006331684554170547
0.226,0.00041374002039654687,0.0004087258202255528,0.00048287249709799696,0.00040432218118025,0.0005999189529197757,0.00041201959629488805,0.0003318544726156336,0.00019707469125529453,0.00046280847505730804,0.00022495525982935138,0.0006128482574894178
0.228,0.0004004103067528408,0.0003962638429275689,0.0004632812481358828,0.0003921593552813629,0.0005820774827872688,0.000399548597369237,0.0003204593214632956,0.00019100127791271682,0.0004481530107103282,0.00021790725734849303,0.0005932516735922544
0.23,0.0003875516094459908,0.0003842183481557182,0.00044445857047814563,0.00038037919808409093,0.0005648344442693576,0.00038747701275188007,0.0003095139250859358,0.00018515649498640485,0.00043400419288674996,0.00021112306673265469,0.0005743508410289699
0.232,0.0003751455570927487,0.00037257334635176775,0.0004263752148906397,0.0003689681874882167,0.0005481665259752244,0.00037579103878748743,0.0002989987029451413,0.0001795299630101832,0.0004203421780010208,0.00020459142160556,0.0005561189918722453
0.234,0.00036317454081193914,0.0003613135309679105,0.0004090030182978266,0.0003579133542966906,0.0005320514124849129,0.00036447740031442244,0.0002888949424066922,0.00017411180250825886,0.0004071479861226246,0.00019830154623468044,0.000538530414485372
0.23600000000000002,0.00035162168232732993,0.00035042424773612524,0.0003923148647916319,0.00034720225755546785,0.0005164677423031838,0.00035352332743587844,0.0002791847617350518,0.00016889261066321826,0.00039440346165664497,0.00019224313646926117,0.0005215604129268359
0.23800000000000002,0.00034047080487430436,0.0003398914684312748,0.0003762846496472294,0.000336822961925054,0.00050139506835567,0.00034291653464502136,0.00026985107611665615,0.000163863441711265,0.0003820912370605667,0.00018640634009814416,0.000505185270752162
0.24,0.0003297064033318975,0.000329701762260326,0.0003608872411490216,0.0003267640153921114,0.00048681381801662926,0.0003326452005338876,0.0002608775639131311,0.00015901578460075783,0.0003701946963677871,0.00018078173909663597,0.000489382211988687
0.242,0.00031931361705890283,0.0003198422715714466,0.00034609844796307243,0.00031701442735676544,0.00047270525663101193,0.0003226979476638192,0.00025224863519635043,0.00015434154377091946,0.0003586979419825109,0.00017536033156295705,0.0004741293668901747
0.244,0.0003092782025286178,0.00031030068555359946,0.0003318949836155216,0.0003075636495856182,0.00045905144951174925,0.000313063824922577,0.00024394939982685937,0.0001498330197432507,0.0003475857618150391,0.000170133514371007,0.0004594057363409565
0.246,0.0002995865076961701,0.000301065217033214,0.0003182544340135651,0.0002984015548092023,0.0004458352300535928,0.00030373228879421177,0.00023596563809091808,0.00014548289111138146,0.00033684359774255324,0.00016509306694123538,0.0004451911583718271
0.248,0.000290225447097503,0.00029212457870408937,0.00030515522582952315,0.0002895184190796485,0.0004330401638700243,0.0002946931871462555,0.00022828377165162728,0.0001412841960587441,0.0003264575166445072,0.0001602311350670238,0.00043146627692358663
0.25,0.0002811824776886906,0.00028346796155676035,0.00029257659521697565,0.0002809049038141609,0.00042065051802753217,0.00028593674203247765,0.0002208908353490413,0.0001372303163045263,0.0003164141813191135,0.00015554021528318973,0.0004182125079831289
0.252,0.0002724455759990807,0.0002750850132001714,0.0002804985584000663,0.00027255203797627026,0.00040865122926980746,0.0002774535357504826,0.00021377445147063856,0.00013331495957624728,0.00030670082323780434,0.0001510131399934389,0.0004054120111158799
