t,eto0,ecg0,eto1,ecg1,eto2,ecg2
2.669999999999999929,0.082515210554310450264,0.064982549868913788704,0.017467846826508474922,0.07935911500739080415,0.018442387129741843327,0.048255029987748665476
2.6800000000000001599,0.081299705550557987976,0.06514157211419319138,0.017123633241696044338,0.078932456197019912336,0.01791746923484640111,0.047751290318476108387
2.6899999999999999467,0.08010214956265275521,0.06529003121134235865,0.016785467672281242923,0.07850402101382251974,0.017404880891937906523,0.047252139179050890727
2.7000000000000001776,0.07892237049072904631,0.06542815643523081093,0.01645328265596580214,0.07807396327557929172,0.016904366342435885734,0.046757513854995089164
2.7099999999999999645,0.07776018845941283508,0.06555617243268438421,0.016127007297846298467,0.07764242195291516657,0.016415686850824031534,0.046267346476307452674
2.7200000000000001954,0.07661541501082451411,0.065674300121854850554,0.015806566371653903158,0.07720952237891286207,0.015938619753884313707,0.04578156475681853521
2.7299999999999999822,0.075487852394952703605,0.065782757550933837476,0.015491879461170185439,0.07677537749372694009,0.015472957489091899649,0.045300092770850348967
2.7400000000000002132,0.074377292958713883686,0.065881760713604117785,0.015182860143999997102,0.07634008912013690029,0.015018506604115194544,0.044822851765114690714
2.75,0.07328351863483864581,0.06597152431872294054,0.014879415219997627756,0.075903749265951225844,0.014575086749320613488,0.044349761003808260695
2.760000000000000231,0.072206300531520287156,0.06605226251183593522,0.014581443986727213313,0.075466441449157761756,0.0141425365123051365035,0.043880745530166784252
2.7700000000000000178,0.07114539862354363198,0.06612418954622299727,0.0142888375643872231335,0.07502824204172323097,0.013720759419244324059,0.043415784276209505588
2.7800000000000002487,0.0701005615453672154,0.066187520401285546146,0.0140014981651386434536,0.074589221627962859484,0.013309647023514102962,0.042954834822065537936
2.7900000000000000355,0.06907152648637732151,0.06624247134619097588,0.013719492821992170309,0.07414944637343875988,0.012909090064326981043,0.04249784668080980321
2.8000000000000002665,0.06805802311786958436,0.06628926044680279184,0.0134428081279030810224,0.07370897940039297658,0.012518985458643289849,0.042044770376115016275
2.8100000000000000533,0.06705977418010032609,0.06632810801403860035,0.013171394177100668663,0.07326788216578626611,0.012139234910573660359,0.041595558122037308568
2.8199999999999998401,0.066076489579156183485,0.066359236991918493787,0.01290519521461021106,0.07282621583808263077,0.011769743529377233934,0.041150164528140707743
2.830000000000000071,0.06510787002349406605,0.06638287328369167628,0.012644148694098421987,0.072384042669002821024,0.011410418462973094186,0.040708582911115204217
2.8399999999999998579,0.06415360747241677375,0.06639924601456285991,0.01238818438600257886,0.071941427356554440986,0.01106116755540064063,0.040270925367873113
2.8500000000000000888,0.06321338566676763804,0.0664085877296811955,0.012137223538789708097,0.071498438395736399475,0.01072189803843496235,0.03983722171944369811
2.8599999999999998757,0.06228688075242605482,0.06641113452620862889,0.011891178096323735958,0.071055149413406085146,0.010392499260912006764,0.03940749128984412375
2.8700000000000001066,0.061373761994922865215,0.066407126118448192575,0.011649949974382378323,0.070611640483883561514,0.0100725683231861432715,0.038981752045078373048
2.8799999999999998934,0.06047369258340828252,0.066396805835194153134,0.011413430399353250572,0.07016799942195255102,0.0097617176681492265344,0.038560020248783931363
2.8900000000000001243,0.059586330522168155788,0.06638042054866055697,0.011181578064925392496,0.06972424485574595099,0.009459634820150948642,0.03814231014856251517
2.8999999999999999112,0.058711329607915349604,0.06635822053455968372,0.010954458364081296612,0.069280288186590252564,0.009166021906338875369,0.037728633692932334043
2.9100000000000001421,0.057848340491181218792,0.066330459263136007375,0.010731958662462785792,0.068836216911051614775,0.008880595560071698896,0.03731900027882768811
2.919999999999999929,0.0569971521393704203,0.066297252869250589136,0.0105139612437474012224,0.068392123392858633624,0.008603086788314753125,0.03691341652955847097
2.9300000000000001599,0.05615842303845947764,0.066257850107233187686,0.0103003513106841894376,0.06794809766384883598,0.008333240803669384952,0.036511886103122552505
2.9399999999999999467,0.055332134839099059165,0.06621217880617903673,0.010091016565606380703,0.067504228609974709086,0.008070816821884371078,0.036114409530742880294
2.9500000000000001776,0.05451810813549693574,0.06616033131843536419,0.009885846799473409566,0.06706060516609851918,0.007815587825863399077,0.03572098408547299403
2.9599999999999999645,0.053716173833030352036,0.066102394108332074296,0.009684733490506242451,0.0666173175163271708,0.0075673402973185045425,0.035331603680684969815
2.9700000000000001954,0.05292617201980714947,0.06603844974571043691,0.009487569413460015741,0.06617445829668165691,0.0073258739173212034795,0.034946258798218110542
2.9799999999999999822,0.05214795086843490579,0.06596857886635169865,0.00929424826055833507,0.065732123796941557825,0.007091001237073463713,0.034564936445928881592
2.9900000000000002132,0.051381365569593953624,0.06589286209408576345,0.009104699280588412699,0.0652904151585476239,0.0068625473202573545814,0.034187620144340194472
3.0,0.050626277298961117057,0.065811381919633232807,0.008918915053278650071,0.06484943956548781807,0.006640349358329471381,0.03381428994204393329
3.010000000000000231,0.049882552218986693504,0.06572422453150031374,0.008736837857907166216,0.06440931142512473784,0.006424256260103714325,0.033444922459463122255
3.0200000000000000178,0.049150060516992749582,0.06563148159450309105,0.008558411089183570394,0.06396993749281515429,0.0062141282424285470415,0.03307949098624005796
3.0300000000000002487,0.048428675481028408967,0.06553325197173745509,0.008383580874306517661,0.063531050728653420956,0.006009852012663202507,0.032717981331310701243
3.0400000000000000355,0.047718272614892309758,0.06542964338603100838,0.008212295483355122952,0.063092779821837294274,0.0058113305204851167796,0.032360382079291795387
3.0500000000000002665,0.047018728793704937796,0.06532077401711106068,0.008044504749803298507,0.062655255556762740055,0.005618466556669645187,0.032006668765830997847
3.0600000000000000533,0.046329921461389880766,0.06520677403089170099,0.007880159501998757962,0.062218601681086914412,0.0054311714160210607452,0.031656813326213777138
3.0700000000000002842,0.045651725740153199784,0.065087787037425168246,0.007719211006506100474,0.061782935058441700027,0.0052493642130987498706,0.03131078415630775963
3.080000000000000071,0.044983993121581765384,0.06496397147417289075,0.007561610424287374191,0.06134836585338974968,0.005072971182301218296,0.03096854620026131752
3.0899999999999998579,0.04432660730326258569,0.0648355019113311809,0.0074073082807787661574,0.06091499774719859317,0.0049019249640875140264,0.03063006106444984486
3.1000000000000000888,0.043679461436757417714,0.064702570275993437354,0.007256253951017198854,0.060482928182986013532,0.0047361638795360800833,0.03029528715710903819
3.1099999999999998757,0.04304244578966077983,0.06456538699194952491,0.007108395161069472855,0.06005224863876276742,0.0045756311960315713266,0.029964179853040069645
3.1200000000000001066,0.042415447194093153227,0.06442403669568003144,0.0069636775071157865774,0.059623044926871211768,0.004420274387662660731,0.029636691682720005259
3.1299999999999998934,0.04179834854749815698,0.064277707121945637514,0.0068220439936334479475,0.059195397518290032712,0.0042700443949379024433,0.02931277254510142316
3.1400000000000001243,0.041191028366696663676,0.064126414510882329134,0.0066834345922093469153,0.058769381890245248057,0.004124794445455029837,0.028992369943339774824
3.1499999999999999112,0.040593360396070587992,0.063970377910925996234,0.0065477858225764153793,0.05834506889554029463,0.003984209072664502728,0.028675429242646183203
3.1600000000000001421,0.0400052132706546007,0.06380981195475197987,0.0064150303575128556424,0.057922525151988764336,0.003848108197916704984,0.02836189394942748368
3.169999999999999929,0.03942645023481059635,0.06364492703038088228,0.006285096653258925685,0.05750181345030790786,0.0037163237019285227936,0.028051706010846222394
3.1800000000000001599,0.038856928917042385385,0.06347592944658898839,0.0061579086070877222386,0.05708299317880516366,0.0035886951842888786812,0.027744806133910043106
3.1899999999999999467,0.038296501161383403322,0.0633030215912261246,0.0060333852436104560765,0.056666120763168049967,0.0034650699834473117425,0.027441134123185443455
3.2000000000000001776,0.037745012915654449492,0.06312640208109165929,0.0059114462431124033606,0.056251250119646441228,0.003345303174973111946,0.02714062923622257914
3.2099999999999999645,0.03720230417674895429,0.06294626590206853223,0.0057920542766132397314,0.055838433119898937818,0.0032292575479781139743,0.026843230555779827584
3.2200000000000001954,0.036668208992956606573,0.062762804538265729026,0.0056751468352569502465,0.055427717743005235074,0.003116803559780719629,0.026548877377945361011
3.2299999999999999822,0.036142555523191642608,0.06257620608897293546,0.0055607393519718044395,0.05501906140266434736,0.0030078192690582206993,0.026257509615272442427
3.2400000000000002132,0.03562516615284708893,0.062386655372286999033,0.005448810753541190495,0.054612453843246568097,0.0029021902478839150218,0.02596906821407125171
3.25,0.03511585766585982593,0.062194334014328993276,0.005339298621128447421,0.054207922037093132783,0.002799809473172956871,0.025683495585036464348
