 t	 x	 y	 z	 w	 q
6.4125 0.0012 0.0060 0.0275 0.1517 0.8097
6.4500 0.0012 0.0060 0.0275 0.1516 0.8089
6.4875 0.0012 0.0060 0.0275 0.1516 0.8079
6.5250 0.0012 0.0060 0.0275 0.1515 0.8065
6.5625 0.0012 0.0060 0.0275 0.1513 0.8050
6.6000 0.0012 0.0060 0.0275 0.1512 0.8035
6.6375 0.0012 0.0060 0.0275 0.1509 0.8020
6.6750 0.0012 0.0060 0.0274 0.1507 0.8009
6.7125 0.0012 0.0060 0.0274 0.1505 0.8003
6.7500 0.0012 0.0060 0.0274 0.1503 0.8005
6.7875 0.0012 0.0060 0.0274 0.1501 0.8013
6.8250 0.0012 0.0060 0.0274 0.1501 0.8028
6.8625 0.0012 0.0060 0.0273 0.1501 0.8048
6.9000 0.0012 0.0060 0.0273 0.1503 0.8071
6.9375 0.0012 0.0060 0.0273 0.1505 0.8094
6.9750 0.0012 0.0060 0.0274 0.1507 0.8113
7.0125 0.0012 0.0060 0.0274 0.1510 0.8126
7.0500 0.0012 0.0060 0.0274 0.1513 0.8133
7.0875 0.0012 0.0060 0.0274 0.1515 0.8133
7.1250 0.0012 0.0060 0.0274 0.1517 0.8126
7.1625 0.0012 0.0060 0.0275 0.1518 0.8114
7.2000 0.0012 0.0060 0.0275 0.1518 0.8100
7.2375 0.0012 0.0060 0.0275 0.1517 0.8086
7.2750 0.0012 0.0060 0.0275 0.1516 0.8073
7.3125 0.0012 0.0060 0.0275 0.1515 0.8063
7.3500 0.0012 0.0060 0.0275 0.1514 0.8056
7.3875 0.0012 0.0060 0.0275 0.1513 0.8053
7.4250 0.0012 0.0060 0.0275 0.1512 0.8051
7.4625 0.0012 0.0060 0.0275 0.1512 0.8051
7.5000 0.0012 0.0060 0.0275 0.1511 0.8050
