 t	 x	 y	 z	 w	 q
6.6000 0.0000 0.0000 0.0000 0.0003 0.5683
6.6375 0.0000 0.0000 0.0000 0.0003 0.4864
6.6750 0.0000 0.0000 0.0000 0.0003 0.4008
6.7125 0.0000 0.0000 0.0000 0.0003 0.3129
6.7500 0.0000 0.0000 0.0000 0.0003 0.2237
6.7875 0.0000 0.0000 0.0000 0.0002 0.1345
6.8250 0.0000 0.0000 0.0000 0.0002 0.0462
6.8625 0.0000 0.0000 0.0000 0.0002 -0.0401
6.9000 0.0000 0.0000 0.0000 0.0002 -0.1233
6.9375 0.0000 0.0000 0.0000 0.0002 -0.2023
6.9750 0.0000 0.0000 0.0000 0.0002 -0.2759
7.0125 0.0000 0.0000 0.0000 0.0002 -0.3432
7.0500 0.0000 0.0000 0.0000 0.0001 -0.4034
7.0875 0.0000 0.0000 0.0000 0.0001 -0.4557
7.1250 0.0000 0.0000 0.0000 0.0001 -0.4995
7.1625 0.0000 0.0000 0.0000 0.0001 -0.5343
7.2000 0.0000 0.0000 0.0000 0.0000 -0.5595
7.2375 0.0000 0.0000 0.0000 0.0000 -0.5747
7.2750 0.0000 0.0000 0.0000 -0.0000 -0.5798
7.3125 0.0000 0.0000 0.0000 -0.0000 -0.5747
7.3500 0.0000 0.0000 0.0000 -0.0000 -0.5597
7.3875 0.0000 0.0000 0.0000 -0.0001 -0.5349
7.4250 0.0000 0.0000 0.0000 -0.0001 -0.5006
7.4625 0.0000 0.0000 0.0000 -0.0001 -0.4572
7.5000 -0.0000 0.0000 0.0000 -0.0001 -0.4051
