t,a,b,c,d,e,f,g,h,i,l,m,n,o,p,q,r
0.034,0.11319517852381526,0.09193666633124081,0.067609927707228,0.06338266937722883,0.0889208776739657,0.039696527931413476,0.06175315280500342,0.05531877396855035,0.06908154081683487,0.0638804581463585,0.09261920995356017,0.04356503559855733,0.050298744743940735,0.044809387096552,0.035043694043682294,0.018888155282068157
0.035,0.11450394427700104,0.09228944530734465,0.06819789329110088,0.06335965599594794,0.08917549984743608,0.03970506414272357,0.0616034553109447,0.05471717399276005,0.06965788188912983,0.06372670582750632,0.09225009746313569,0.04316685671111255,0.05014065848395157,0.04428479004988004,0.03465856371599049,0.01856231369403472
0.036000000000000004,0.11581840810783178,0.0926392311599146,0.06878183161244726,0.06333223392888836,0.08942724180927532,0.03971060766939915,0.06145046313989527,0.05412150888680194,0.07022888501826091,0.0635703046475152,0.09187989974447021,0.04277203694419857,0.04998138891399401,0.04376583800828368,0.03427748447722483,0.018242635931598895
0.037,0.11713847586313027,0.09298598726588399,0.06936170178035722,0.06330049444601935,0.08967608862503694,0.039713210256657666,0.06129426176082921,0.05353174964248338,0.07079453473142057,0.063411313051602,0.09150866313771923,0.04238056825236213,0.04982099525469262,0.04325250010612606,0.03390044040172256,0.017929015423956765
0.038,0.11846405275705653,0.0933296781890722,0.06993746424889097,0.06326452806514106,0.08992202624755295,0.03971292311238184,0.06113493577623376,0.05294786687480382,0.07135481657685075,0.063249788933091,0.09113643344208931,0.041992442157404684,0.04965953610791537,0.042744745105211805,0.033527415170573366,0.01762134723573048
0.039,0.11979504339905445,0.0936702696671446,0.07050908080177802,0.06322442454743628,0.09016504150399883,0.03970979690923326,0.060972568922633544,0.052369830834830655,0.07190971711183666,0.06308578963193032,0.09076325591876573,0.04160764976020253,0.04949706945363218,0.04224254140921988,0.033158392082020385,0.017319528046282676
0.04,0.12113135182152175,0.09400772859855913,0.07107651453714345,0.06318027289325329,0.09040512208301335,0.03970388178683994,0.06080724407122509,0.051797611422368266,0.07245922389069481,0.06291937193337613,0.09038917529387547,0.04122618175232749,0.049333652646961504,0.04174585707787669,0.0327933540617286,0.01702345612923522
0.041,0.12247288150720151,0.0943420230295026,0.07163972985226333,0.06313216133811644,0.09064225652187571,0.0396952273540554,0.06063904322862045,0.051231178198422524,0.07300332545275799,0.06275059206684186,0.09001423576148476,0.040848028427470574,0.04916934241540212,0.041254659840872676,0.032432283672921475,0.016733031332190545
0.042,0.12381953541629453,0.09467312214082041,0.07219869242835189,0.06308017734896064,0.09087643419374092,0.039683882691286795,0.060468047537698286,0.05067050039746326,0.0735420113103599,0.06257950570490813,0.08963848098662931,0.04047317969267145,0.049004194856247386,0.04076891711152601,0.032075163126387,0.016448155056653986
0.043000000000000003,0.12517121601329048,0.09500099623494199,0.0727533692153817,0.06302440762058609,0.09110764529493494,0.039669896352889325,0.060294337278560796,0.050115546939486645,0.07407527193682183,0.062406167962490156,0.08926195410837551,0.04010162507935613,0.04883826543417903,0.04028859600019622,0.03172197429035377,0.01616873023815544
0.044,0.12652782529351725,0.095325616722806,0.07330372841693984,0.06296493807232977,0.09133588083231123,0.03965331636962473,0.06011799186959518,0.049566286441879895,0.07460309875444404,0.06223063339615895,0.08888469774291154,0.03973335375418543,0.04867160897903802,0.03981366332745121,0.031372698700238164,0.015894661326568735
0.045,0.12788926480940727,0.09564695611078788,0.07384973947512148,0.06290185384495033,0.09156113261067024,0.03963419025118135,0.05993908986863811,0.049022687231090614,0.07512548412250425,0.062052956003613116,0.08850675398666698,0.03936835452971689,0.0485042796837696,0.039344085636991044,0.031027317568263737,0.015625854266627208
0.046,0.12925543569647927,0.09596498798763252,0.07439137305546276,0.06283523929772258,0.09178339322024276,0.03961256498875341,0.0597577089742415,0.048484717354102744,0.07564242132526573,0.06187318922329738,0.08812816441945903,0.0390066158748824,0.048336331102539695,0.038879829208331156,0.030685811792953353,0.015362216478633731
0.047,0.13062623869903559,0.09627968701139546,0.07492860103191552,0.06276517800573836,0.09200265602423888,0.039588487057677126,0.05957392602703855,0.04795234458972151,0.07615390455999708,0.06169138593416497,0.08774897010766453,0.038648125925284146,0.0481678161490204,0.03842086006924875,0.03034816196849534,0.015103656839363828
0.048,0.13200157419557276,0.09659102889639494,0.07546139647186494,0.06269175275741017,0.0922189151464636,0.039562002420121554,0.059387817011208065,0.047425536459669335,0.07665992892500631,0.06150759845558008,0.08736921160741608,0.03829287249331124,0.04799878709484136,0.037967144007994884,0.030014348393984345,0.01485008566316019
