t,alg,z,r,s,q,v
33.4,0.004740493736253168,0.003520217409172726,0.7487554651642166,0.003716750072797467,0.0028663823471677613,0.003689867719071821
33.5,0.004739041204363662,0.003530135469117504,0.7479513211213763,0.0037270043980502853,0.0028756944096210305,0.003699573479854436
33.6,0.004733660355673472,0.003539984647168668,0.7477250901329249,0.003737053835272468,0.0028851214255096935,0.003709555209485106
33.7,0.004729164562277163,0.003549722613993201,0.7483043381473212,0.0037468929003927195,0.0028945898918226525,0.0037195260561012373
33.800000000000004,0.00472433645886319,0.0035595201087457668,0.7498047023906589,0.0037565131351167255,0.002904310001957341,0.003729572043033396
33.9,0.0047217250189371136,0.0035696269212678743,0.7522188829844247,0.003766270669123019,0.0029143514856821776,0.003739925325715496
34.0,0.004725514241800753,0.003580035682337686,0.7554151247459107,0.003776532384152235,0.002924528957106355,0.003750479622099015
34.1,0.004726250959060263,0.003590732388386091,0.7591444534740428,0.0037871017714415016,0.0029349104484108534,0.003761263458904386
34.2,0.004715950631090188,0.0036017301160296026,0.7630621292614769,0.0037976767708999977,0.0029456419155571376,0.0037723315454317144
34.300000000000004,0.004705668203232255,0.0036129150880326857,0.7667719173766586,0.0038085114076822947,0.002956654696052371,0.003783590849917395
