t,e0,e1,e2,e3,e4,e5,e6,e7,e8,e9,b0,b1,b2,b3,b4,b5,b6,b7,b8,b9
0.12,1.5621921227472178e-06,6.0615388621095926e-06,1.3231151394218506e-05,2.282396817876768e-05,3.461386094547392e-05,4.839624117746074e-05,6.39881776005553e-05,8.122804454411109e-05,9.997473175869914e-05,0.00012010645788709372,0.02310257604822613,0.09241030419290452,0.20792318443403518,0.3696412167716181,0.5775644012056531,0.8316927377361405,1.1320262263630803,1.4785648670864724,1.871308659906316,2.3102576048226124
0.123,1.580637795017963e-06,6.129059696969167e-06,1.3370937359980333e-05,2.3054316978390967e-05,3.495058391144708e-05,4.8854846641684186e-05,6.45857573246438e-05,8.198479985663239e-05,0.00010091509148282451,0.00012125975951290454,0.024272143960667576,0.0970885758426703,0.2184492956460082,0.3883543033706812,0.6068035990166893,0.8737971825840325,1.1893350540727112,1.5534172134827249,1.9660436608140734,2.4272143960667574
0.126,1.596975747744718e-06,6.188773083864461e-06,1.3494685946518578e-05,2.3259053502568216e-05,3.525201642547084e-05,4.92696020823676e-05,6.513316737019472e-05,8.268824717118552e-05,0.00010180287663753204,0.00012236547504934517,0.0254705900931693,0.1018823603726772,0.2292353108385237,0.4075294414907088,0.6367647523292324,0.9169412433540945,1.2480589145652956,1.6301177659628352,2.0631177975467128,2.5470590093169294
0.129,1.6113200922531383e-06,6.241210645093062e-06,1.3603747527733304e-05,2.3440815164447373e-05,3.5522574324357796e-05,4.964716123714555e-05,6.563966489681951e-05,8.335045530616618e-05,0.00010265296106281659,0.00012344101744792864,0.026697914445731313,0.10679165778292525,0.24028123001158183,0.427166631131701,0.6674478611432827,0.961124920046327,1.3081978078408345,1.708666524526804,2.1625310701042357,2.669791444573131
0.132,1.6238039205952827e-06,6.286974853441736e-06,1.3699614011277937e-05,2.3602447063855586e-05,3.576691046323261e-05,4.999436812398973e-05,6.611453215527896e-05,8.398319450533134e-05,0.00010347940681527102,0.00012450226981569604,0.027954117018353607,0.11181646807341443,0.25158705316518254,0.4472658722936577,0.6988529254588401,1.0063482126607297,1.369751733899327,1.7890634891746309,2.264283478486642,2.7954117018353606
0.135,1.63457786512141e-06,6.326730687555754e-06,1.3783893723235336e-05,2.374694577654128e-05,3.598980969525858e-05,5.031808456958457e-05,6.656682087567323e-05,8.459758993542334e-05,0.00010429503235210171,0.0001255630919666137,0.029239197811036188,0.11695679124414475,0.2631527802993257,0.467827164976579,0.7309799452759046,1.0526111211973026,1.4327206927407734,1.871308659906316,2.3683750226939315,2.9239197811036184
0.138,1.6438081593590565e-06,6.3611951498327616e-06,1.3858281489043246e-05,2.3877395397519127e-05,3.619607448571673e-05,5.0625010575236315e-05,6.700509872071693e-05,8.520379687794852e-05,0.00010511103517779189,0.00012663492846970534,0.030553156823779053,0.12221262729511621,0.27497841141401147,0.48885050918046485,0.7638289205944762,1.0999136456560457,1.4971046843651736,1.9554020367218594,2.474805702726103,3.0553156823779046
0.14100000000000001,1.6516742039042984e-06,6.391124792154901e-06,1.3924524623580092e-05,2.399689793317963e-05,3.63904058473909e-05,5.0921506240566566e-05,6.743721183716537e-05,8.581071747679796e-05,0.00010593669367483873,0.00012772654467853406,0.0318959940565822,0.1275839762263288,0.28706394650923983,0.5103359049053152,0.7973998514145548,1.1482557860369589,1.562903708772528,2.041343619621261,2.5835755185831575,3.1895994056582193
0.144,1.6583656664403056e-06,6.4173015223607596e-06,1.3984385871455416e-05,2.4108500733626973e-05,3.657728508458908e-05,5.121342464450075e-05,6.787007739448009e-05,8.642577681044354e-05,0.00010677916737002556,0.0001288439069606899,0.033267709509445624,0.1330708380377825,0.29940938558501057,0.53228335215113,0.8316927377361403,1.197637542340042,1.6301177659628354,2.12913340860452,2.694684470265095,3.326770950944561
0.147,1.6640791736124324e-06,6.440517091359276e-06,1.4039604635423796e-05,2.4215124117270573e-05,3.6760862269244586e-05,5.15059650024506e-05,6.830951855198953e-05,8.705477211370278e-05,0.00010764340728207882,0.00012999021129059398,0.034668303182369326,0.1386732127294773,0.31201472864132396,0.5546928509179092,0.8667075795592329,1.2480589145652954,1.698746855936097,2.218771403671637,2.808132557771915,3.4668303182369318
0.15,1.6690146785733658e-06,6.4615567791412e-06,1.4091858068849955e-05,2.431949260851958e-05,3.6944857354630694e-05,5.180355450365844e-05,6.87601516067874e-05,8.770180355412598e-05,0.00010853217916123522,0.00013116605210747353,0.03609777507535332,0.14439110030141328,0.3248799756781799,0.5775644012056531,0.9024443768838328,1.2995199027127193,1.7687909786923128,2.3102576048226124,2.9239197811036184,3.6097775075353313
0.153,1.6733716156986076e-06,6.481182894165771e-06,1.4142723756511358e-05,2.442407323324099e-05,3.713247931655881e-05,5.210976551546102e-05,6.922533138286631e-05,8.83692886922863e-05,0.00010944619347791149,0.00013236971246851565,0.03755612518839759,0.15022450075359037,0.33800512669557836,0.6008980030143615,0.9389031297099397,1.352020506782313,1.8402501342314823,2.403592012057446,3.042046140260205,3.755612518839759
0.156,1.677344975159721e-06,6.500118767852463e-06,1.4193645743694186e-05,2.453102406448002e-05,3.732636770370396e-05,5.242727246603055e-05,6.970715663264864e-05,8.905805638223733e-05,0.00011038432807502309,0.00013359754835109313,0.03904335352150216,0.15617341408600863,0.35139018169351943,0.6246936563440345,0.9760838380375537,1.4055607267740773,1.9131243225536054,2.498774625376138,3.162511635241674,3.904335352150215
0.159,1.681121447250425e-06,6.519033949501481e-06,1.4245905575685288e-05,2.4642155686004238e-05,3.752855955823394e-05,5.2757849924383765e-05,7.020653283043635e-05,8.976751017198713e-05,0.00011134392338064066,0.00013484443526602156,0.04055946007466699,0.16223784029866797,0.365035140672003,0.6489513611946719,1.0139865018666747,1.4601405626880115,1.9874135436586828,2.5958054447786876,3.285316266048026,4.055946007466699
0.162,1.6848757942695592e-06,6.538531284670803e-06,1.4300599780659842e-05,2.4758907473578855e-05,3.7740482968282664e-05,5.310241050134861e-05,7.072328575870146e-05,9.04958468816049e-05,0.00011232112655127628,0.00013610424430649727,0.042104444847892115,0.16841777939156846,0.3789400036310291,0.6736711175662738,1.0526111211973026,1.5157600145241157,2.0631177975467136,2.6946844702650954,3.410460032679261,4.21044448478921
0.165,1.6887676070154935e-06,6.55913648349244e-06,1.4358624873029968e-05,2.4882339653954847e-05,3.7962976717069385e-05,5.346107851889542e-05,7.125631615523007e-05,9.124031337122799e-05,0.00011331126001348312,0.00013737031698091842,0.04367830784117753,0.17471323136471012,0.3931047705705978,0.6988529254588405,1.091957696029438,1.5724190822823905,2.1402370842176985,2.795411701835362,3.537942935135379,4.367830784117752
